sgRNA	readcount	timepoint	induction	sample
Entry1615_28	43	0h	i	1
Entry2051_75	25	0h	i	1
birA_17	6	0h	i	1
Entry1836_175	311	0h	i	1
slr2025_21	8	0h	i	1
sll1252_65	635	0h	i	1
Entry1078_8	366	0h	i	1
purA_71	78	0h	i	1
prfB_26	403	0h	i	1
sll1482_23	151	0h	i	1
slr0645_26	199	0h	i	1
Entry8_1	78	0h	i	1
Entry1146_33	213	0h	i	1
lytR_56	94	0h	i	1
Entry871_36	163	0h	i	1
Entry1959_68	110	0h	i	1
ssl3383_15	10	0h	i	1
Entry933_22	89	0h	i	1
sll1652_16	127	0h	i	1
miaA_37	44	0h	i	1
sll0019_31	12	0h	i	1
Entry1008_64	86	0h	i	1
rfbB3_49	3	0h	i	1
Entry214_20	152	0h	i	1
slr1687_23	434	0h	i	1
ndhC_110	106	0h	i	1
Entry1564_9	19	0h	i	1
Entry1477_159	141	0h	i	1
ccmA_25	73	0h	i	1
slr0195_26	193	0h	i	1
slr7016_102	69	0h	i	1
Entry2112_40	241	0h	i	1
ssl0426_78	49	0h	i	1
rpl17_36	5	0h	i	1
slr0680_98	210	0h	i	1
ssl1464_3	2	0h	i	1
ssr3532_91	4	0h	i	1
Entry1452_27	448	0h	i	1
ssl1922_28	465	0h	i	1
Entry1481_49	7	0h	i	1
sll1373_5	150	0h	i	1
ssl0331_66	315	0h	i	1
Entry1106_74	7	0h	i	1
slr1752_33	193	0h	i	1
alr_28	4	0h	i	1
slr1957_43	201	0h	i	1
sphX_23	33	0h	i	1
ycf39_55	101	0h	i	1
Entry209_89	313	0h	i	1
sll5063_32	207	0h	i	1
chrA_13	171	0h	i	1
Entry1719_33	6	0h	i	1
Entry2104_59	7	0h	i	1
sll1544_34	7	0h	i	1
sll0005_18	158	0h	i	1
sll0733_68	150	0h	i	1
Entry267_4	79	0h	i	1
sll1068_56	151	0h	i	1
phr_29	145	0h	i	1
slr0734_40	9	0h	i	1
slr0728_43	106	0h	i	1
Entry11_48	11	0h	i	1
slr1101_14	162	0h	i	1
Entry738_86	63	0h	i	1
Entry1067_85	201	0h	i	1
Entry307_82	17	0h	i	1
Entry1957_48	147	0h	i	1
exsB_26	211	0h	i	1
slr0483_70	92	0h	i	1
asd_43	23	0h	i	1
Entry494_114	165	0h	i	1
petC2_171	145	0h	i	1
lspA_16	57	0h	i	1
Entry1594_41	12	0h	i	1
Entry1330_77	4	0h	i	1
ssl0352_9	180	0h	i	1
Entry97_50	81	0h	i	1
Entry942_55	3	0h	i	1
sll6036_248	8	0h	i	1
sll1389_76	42	0h	i	1
Entry1142_30	302	0h	i	1
thrC_10	2	0h	i	1
Entry1366_23	74	0h	i	1
hpcE_23	424	0h	i	1
slr0058_99	157	0h	i	1
Entry571_92	8	0h	i	1
sll7028_73	8	0h	i	1
slr0640_40	254	0h	i	1
rnpA_49	93	0h	i	1
Entry1344_5	122	0h	i	1
slr6090_403	129	0h	i	1
ssr2551_41	10	0h	i	1
gspD_55	602	0h	i	1
sll0038_9	6	0h	i	1
dapF_4	184	0h	i	1
dnaA_7	250	0h	i	1
slr1770_77	538	0h	i	1
slr5022_31	81	0h	i	1
Entry72_95	380	0h	i	1
acs_48	123	0h	i	1
slr0971_90	121	0h	i	1
sll0721_66	68	0h	i	1
slr1298_129	192	0h	i	1
sll1926_36	51	0h	i	1
slr1232_36	4	0h	i	1
slr1702_15	5	0h	i	1
slr1077_48	3	0h	i	1
Entry581_42	333	0h	i	1
sll0936_26	198	0h	i	1
sll5006_238	266	0h	i	1
Entry55_2	8	0h	i	1
ssr0692_52	326	0h	i	1
Entry574_92	99	0h	i	1
sll0182_50	130	0h	i	1
sll1920_76	13	0h	i	1
Entry1922_57	2	0h	i	1
Entry101_113	3	0h	i	1
sll0875_11	395	0h	i	1
Entry713_60	646	0h	i	1
Entry1430_24	86	0h	i	1
sll1472_13	49	0h	i	1
slr0479_108	126	0h	i	1
capA_31	6	0h	i	1
Entry2102_50	78	0h	i	1
slr5101_19	109	0h	i	1
Entry159_37	1301	0h	i	1
ssr0332_47	17	0h	i	1
Entry160_116	139	0h	i	1
Entry212_40	110	0h	i	1
slr7015_34	10	0h	i	1
slr1885_14	256	0h	i	1
slr2000_40	242	0h	i	1
sll1786_16	4	0h	i	1
ssr3304_70	190	0h	i	1
sll0539_82	4	0h	i	1
slr1895_51	110	0h	i	1
sll0772_51	66	0h	i	1
ycf45_14	150	0h	i	1
ycf22_9	85	0h	i	1
slr1041_10	79	0h	i	1
Entry549_34	74	0h	i	1
sll0487_7	417	0h	i	1
Entry1943_53	305	0h	i	1
sll0670_9	143	0h	i	1
Entry301_45	7	0h	i	1
ssr1175_134	319	0h	i	1
ssr5092_25	73	0h	i	1
slr1230_73	165	0h	i	1
galE2_4	180	0h	i	1
trx_45	478	0h	i	1
ssl8008_53	283	0h	i	1
slr1028_49	517	0h	i	1
slr2115_235	17	0h	i	1
Entry1225_1	6	0h	i	1
slr0179_58	6	0h	i	1
ccmK2_76	241	0h	i	1
Entry1823_68	88	0h	i	1
slr5082_428	24	0h	i	1
dnaK2_40	2574	0h	i	1
Entry439_1	76	0h	i	1
Entry48_75	1353	0h	i	1
slr1787_48	48	0h	i	1
Entry711_21	227	0h	i	1
Entry1174_99	346	0h	i	1
icfA2_63	72	0h	i	1
ssl2559_42	77	0h	i	1
rpiB_4	206	0h	i	1
slr0356_9	15	0h	i	1
fecD_7	322	0h	i	1
nrtA_43	401	0h	i	1
atpI_41	189	0h	i	1
Entry1347_27	389	0h	i	1
slr1628_47	220	0h	i	1
slr0919_42	35	0h	i	1
sll0871_19	133	0h	i	1
slr1929_51	279	0h	i	1
Entry234_0	199	0h	i	1
sll0985_30	214	0h	i	1
fabG2_83	235	0h	i	1
slr0871_23	103	0h	i	1
Entry1525_51	374	0h	i	1
sll1306_55	10	0h	i	1
slr0001_25	83	0h	i	1
apqZ_172	117	0h	i	1
sll0284_8	278	0h	i	1
arsC_64	12	0h	i	1
hypC_10	10	0h	i	1
Entry676_44	96	0h	i	1
Entry466_6	5	0h	i	1
sll1737_135	2	0h	i	1
sll1884_3	47	0h	i	1
yefA_143	3	0h	i	1
slr0556_41	269	0h	i	1
arsA_20	234	0h	i	1
ssr6030_151	8	0h	i	1
Entry1756_79	88	0h	i	1
Entry1000_8	223	0h	i	1
ileS_10	3	0h	i	1
slr2060_45	3	0h	i	1
sll0098_18	86	0h	i	1
sll0576_55	253	0h	i	1
slr1186_13	83	0h	i	1
Entry381_6	83	0h	i	1
slr0872_18	23	0h	i	1
slr1866_214	2	0h	i	1
Entry106_44	3	0h	i	1
sll0360_87	426	0h	i	1
sll0702_20	351	0h	i	1
sll1946_36	480	0h	i	1
Entry1210_56	716	0h	i	1
ssl3769_13	177	0h	i	1
slr0086_28	263	0h	i	1
sll1737_63	12	0h	i	1
sll0909_364	494	0h	i	1
ssr6062_24	7	0h	i	1
slr1378_21	372	0h	i	1
lim_77	9	0h	i	1
slr1522_55	165	0h	i	1
ssr2087_58	6	0h	i	1
Entry71_31	334	0h	i	1
degT_20	160	0h	i	1
sll1123_45	820	0h	i	1
slr1635_63	770	0h	i	1
slr6028_22	186	0h	i	1
sll0486_201	3	0h	i	1
sll7067_91	121	0h	i	1
slr1978_21	56	0h	i	1
dapA_33	196	0h	i	1
slr0149_25	6	0h	i	1
sll0230_90	2	0h	i	1
Entry699_70	27	0h	i	1
slr0314_3	28	0h	i	1
ureE_56	278	0h	i	1
slr1336_45	236	0h	i	1
sll0887_22	23	0h	i	1
pleD_88	362	0h	i	1
sll1144_75	8	0h	i	1
slr0222_17	325	0h	i	1
slr1203_86	55	0h	i	1
slr0214_4	409	0h	i	1
Entry1467_74	11	0h	i	1
Entry417_67	6	0h	i	1
slr1634_79	286	0h	i	1
mntB_148	129	0h	i	1
Entry751_29	74	0h	i	1
Entry1945_47	2	0h	i	1
sll1950_56	143	0h	i	1
sll1702_10	27	0h	i	1
slr1272_8	4	0h	i	1
slr0977_94	840	0h	i	1
trpC_27	3	0h	i	1
Entry837_20	347	0h	i	1
slr1471_143	13	0h	i	1
pchR_4	342	0h	i	1
slr0042_55	172	0h	i	1
slr0941_45	10	0h	i	1
Entry1113_8	241	0h	i	1
sll0855_49	442	0h	i	1
slr0600_10	2	0h	i	1
Entry338_38	169	0h	i	1
comEc_8	129	0h	i	1
sll2011_11	66	0h	i	1
slr0667_282	407	0h	i	1
Entry822_38	759	0h	i	1
sll1560_48	56	0h	i	1
Entry1796_42	317	0h	i	1
sll1999_169	237	0h	i	1
Entry557_99	96	0h	i	1
Entry525_21	2	0h	i	1
ubiH_19	3	0h	i	1
proC_55	61	0h	i	1
sll0609_20	236	0h	i	1
sll1916_46	479	0h	i	1
slr5118_266	69	0h	i	1
sll1459_16	434	0h	i	1
sll1263_16	129	0h	i	1
slr1533_9	482	0h	i	1
Entry1107_0	4	0h	i	1
slr2124_67	276	0h	i	1
sir_11	271	0h	i	1
Entry1136_29	317	0h	i	1
mutT_53	295	0h	i	1
slr1413_62	63	0h	i	1
psaM_43	9	0h	i	1
sll1086_11	638	0h	i	1
Entry228_57	23	0h	i	1
sll0031_53	420	0h	i	1
Entry1320_37	574	0h	i	1
sll1084_7	126	0h	i	1
Entry1130_62	187	0h	i	1
Entry1877_84	360	0h	i	1
ycf22_2_30	3	0h	i	1
Entry1502_9	104	0h	i	1
Entry1814_67	133	0h	i	1
kdpD_5	3	0h	i	1
sll0103_32	34	0h	i	1
sqdB_118	156	0h	i	1
Entry334_7	294	0h	i	1
Entry10_4	191	0h	i	1
Entry1670_2	3	0h	i	1
Entry1480_35	1	0h	i	1
ssr2078_16	1	0h	i	1
sll7044_76	11	0h	i	1
sll1080_76	11	0h	i	1
ssr2806_20	6	0h	i	1
sll5104_92	232	0h	i	1
zam_93	246	0h	i	1
thrA_69	17	0h	i	1
Entry12_101	77	0h	i	1
slr0013_74	4	0h	i	1
ssl7074_49	21	0h	i	1
ssr3452_7	125	0h	i	1
sll0095_18	334	0h	i	1
slr0523_13	1	0h	i	1
slr0887_51	12	0h	i	1
sll1222_49	114	0h	i	1
rpl1_68	283	0h	i	1
Entry1790_43	159	0h	i	1
ycf37_91	2	0h	i	1
trxM_82	153	0h	i	1
ftsH3_12	533	0h	i	1
sll1945_19	3	0h	i	1
ssr1175_97	387	0h	i	1
slr1747_16	6	0h	i	1
Entry13_33	81	0h	i	1
sll0477_87	1	0h	i	1
Entry1427_36	127	0h	i	1
Entry1127_47	146	0h	i	1
sll1078_19	4	0h	i	1
slr1854_84	94	0h	i	1
gltA_53	309	0h	i	1
Entry1338_56	189	0h	i	1
Entry763_104	7	0h	i	1
Entry226_54	224	0h	i	1
Entry797_51	867	0h	i	1
slr7088_79	90	0h	i	1
Entry181_28	2	0h	i	1
Entry1700_82	136	0h	i	1
rpl19_19	11	0h	i	1
slr2070_23	74	0h	i	1
slr1152_34	468	0h	i	1
Entry401_76	71	0h	i	1
slr0880_47	151	0h	i	1
Entry215_116	71	0h	i	1
ndhI_147	126	0h	i	1
panB_48	310	0h	i	1
Entry240_42	519	0h	i	1
Entry240_43	599	0h	i	1
fabZ_27	130	0h	i	1
Entry1984_55	389	0h	i	1
slr1865_61	133	0h	i	1
cobU_22	104	0h	i	1
ssl3615_7	14	0h	i	1
sll1973_23	7	0h	i	1
Entry1472_54	235	0h	i	1
Entry704_73	5	0h	i	1
ssl5095_92	231	0h	i	1
galE2_52	6	0h	i	1
sll0665_212	4826	0h	i	1
ssr1041_60	195	0h	i	1
Entry293_37	6	0h	i	1
Entry623_59	9	0h	i	1
Entry525_0	175	0h	i	1
Entry2100_15	239	0h	i	1
ssl1533_29	132	0h	i	1
Entry1687_54	33	0h	i	1
Entry836_70	8	0h	i	1
sll1573_21	6	0h	i	1
Entry1959_82	35	0h	i	1
sll1611_48	134	0h	i	1
sll1888_9	219	0h	i	1
slr0078_98	564	0h	i	1
sll1765_10	125	0h	i	1
petM_4	12	0h	i	1
exoD_53	365	0h	i	1
ggtA_160	206	0h	i	1
slr1613_208	36	0h	i	1
sll0493_62	362	0h	i	1
Entry1316_24	716	0h	i	1
Entry1531_9	511	0h	i	1
slr5110_95	88	0h	i	1
amiA_13	389	0h	i	1
slr0179_34	8	0h	i	1
Entry1187_23	22	0h	i	1
Entry277_1	470	0h	i	1
Entry1498_7	1024	0h	i	1
slr1257_98	14	0h	i	1
slr6097_330	5	0h	i	1
slr1888_51	620	0h	i	1
SyR5_39	123	0h	i	1
sphS_124	103	0h	i	1
gmhA_55	754	0h	i	1
sll0208_22	126	0h	i	1
sll1106_61	162	0h	i	1
sll0163_59	483	0h	i	1
slr1896_14	362	0h	i	1
Entry180_0	45	0h	i	1
slr1276_4	76	0h	i	1
ssl2471_99	124	0h	i	1
slr2079_51	5	0h	i	1
sll1005_23	15	0h	i	1
secY_22	151	0h	i	1
sll0702_4	13	0h	i	1
slr1034_22	302	0h	i	1
proS_70	3	0h	i	1
ssr0756_84	68	0h	i	1
Entry1220_36	24	0h	i	1
sll1530_118	3	0h	i	1
Entry1572_45	280	0h	i	1
ntcA_27	271	0h	i	1
sll0208_3	118	0h	i	1
Entry1268_0	57	0h	i	1
Entry1277_9	6	0h	i	1
Entry1416_6	297	0h	i	1
rpl12_149	24	0h	i	1
Entry997_53	3	0h	i	1
slr1530_53	171	0h	i	1
Entry1725_21	198	0h	i	1
Entry1237_28	175	0h	i	1
Entry1132_33	21	0h	i	1
Entry1759_64	338	0h	i	1
slr1915_26	3	0h	i	1
Entry955_68	474	0h	i	1
Entry991_57	247	0h	i	1
sll1102_22	193	0h	i	1
Entry174_21	6	0h	i	1
Entry2044_63	59	0h	i	1
sll0818_137	76	0h	i	1
ppc_15	225	0h	i	1
sll1940_41	1	0h	i	1
Entry1100_9	65	0h	i	1
Entry1838_46	3	0h	i	1
slr0980_110	123	0h	i	1
ycf47_77	300	0h	i	1
sll1763_11	279	0h	i	1
Entry1778_46	156	0h	i	1
sll0839_37	81	0h	i	1
sll1329_10	5	0h	i	1
Entry1304_106	116	0h	i	1
sll1466_52	202	0h	i	1
Entry906_49	316	0h	i	1
Entry591_30	509	0h	i	1
sll0933_74	378	0h	i	1
slr0511_495	6	0h	i	1
ppa_18	1	0h	i	1
sll1631_9	208	0h	i	1
slr0569_89	150	0h	i	1
Entry1389_36	22	0h	i	1
Entry413_88	78	0h	i	1
ureD_76	26	0h	i	1
Entry454_32	6	0h	i	1
sll0727_43	10	0h	i	1
sll0595_70	4	0h	i	1
slr0573_206	192	0h	i	1
ssl7007_57	208	0h	i	1
slr0668_139	54	0h	i	1
Entry1268_32	348	0h	i	1
mrcB_22	1	0h	i	1
slr1946_38	44	0h	i	1
Entry1488_99	1	0h	i	1
Entry1488_98	1	0h	i	1
Entry1365_8	241	0h	i	1
Entry1482_117	3	0h	i	1
ssl2069_43	306	0h	i	1
sll1559_33	1	0h	i	1
Entry1830_67	110	0h	i	1
Entry1507_129	684	0h	i	1
Entry2075_41	201	0h	i	1
ssl5068_14	71	0h	i	1
slr0541_28	7	0h	i	1
sll0803_8	90	0h	i	1
slr1661_23	14	0h	i	1
slr0698_58	175	0h	i	1
Entry6_36	631	0h	i	1
slr0617_15	2	0h	i	1
slr0702_137	5	0h	i	1
Entry449_9	70	0h	i	1
pyrR_28	346	0h	i	1
sll0780_15	2	0h	i	1
Entry98_70	538	0h	i	1
Entry1791_90	318	0h	i	1
Entry1774_15	212	0h	i	1
trpE2_75	11	0h	i	1
Entry82_108	64	0h	i	1
sll1305_8	142	0h	i	1
Entry1145_124	336	0h	i	1
Entry1536_101	180	0h	i	1
slr2038_110	5	0h	i	1
Entry71_64	232	0h	i	1
lipA_4	415	0h	i	1
msrA2_46	253	0h	i	1
Entry159_18	139	0h	i	1
apcC_41	22	0h	i	1
hupE_32	426	0h	i	1
slr0121_10	8	0h	i	1
Entry648_52	8	0h	i	1
tig_10	11	0h	i	1
Entry1666_35	191	0h	i	1
ndbB_58	129	0h	i	1
sll8006_13	1	0h	i	1
slr2042_6	11	0h	i	1
sll0034_35	113	0h	i	1
sll0624_62	82	0h	i	1
Entry392_67	102	0h	i	1
moaA_36	96	0h	i	1
Entry770_62	4	0h	i	1
slr1586_125	6	0h	i	1
slr6044_94	5	0h	i	1
slr1431_16	656	0h	i	1
blaOXA-3_66	146	0h	i	1
slr0337_58	318	0h	i	1
sll0023_6	207	0h	i	1
Entry629_15	724	0h	i	1
Entry1203_23	334	0h	i	1
sll0036_77	184	0h	i	1
Entry528_9	84	0h	i	1
Entry1751_29	213	0h	i	1
ssr6083_16	16	0h	i	1
ssl2781_10	326	0h	i	1
Entry1653_56	3	0h	i	1
Entry1653_54	72	0h	i	1
slr1025_82	144	0h	i	1
slr0599_7	5	0h	i	1
slr6037_80	119	0h	i	1
Entry79_49	129	0h	i	1
Entry548_45	296	0h	i	1
slr1340_38	4	0h	i	1
Entry474_2	5	0h	i	1
slr0067_32	45	0h	i	1
slr2008_143	196	0h	i	1
sll2006_48	138	0h	i	1
sll5083_56	52	0h	i	1
slr6075_17	186	0h	i	1
Entry1634_72	269	0h	i	1
slr0722_32	104	0h	i	1
Entry552_42	139	0h	i	1
Entry83_169	7	0h	i	1
Entry220_47	135	0h	i	1
Entry596_26	100	0h	i	1
slr6065_53	501	0h	i	1
hsp17_21	1	0h	i	1
ssr1155_44	104	0h	i	1
slr0148_4	204	0h	i	1
Entry146_6	251	0h	i	1
modA_29	6	0h	i	1
pykF2_17	95	0h	i	1
Entry1599_38	25	0h	i	1
Entry243_0	268	0h	i	1
Entry851_0	73	0h	i	1
slr0554_24	261	0h	i	1
sll0478_97	209	0h	i	1
fur_10	312	0h	i	1
slr6073_9	612	0h	i	1
sll1984_211	80	0h	i	1
sll1507_170	6	0h	i	1
slr1449_18	216	0h	i	1
ndhK2_41	20	0h	i	1
Entry1072_61	3	0h	i	1
sll0503_29	29	0h	i	1
Entry2073_49	195	0h	i	1
sll1880_112	187	0h	i	1
hitB_23	181	0h	i	1
Entry1553_57	2	0h	i	1
Entry728_63	309	0h	i	1
slr6081_58	1111	0h	i	1
Entry1999_32	182	0h	i	1
Entry1608_61	63	0h	i	1
ssr1407_49	2	0h	i	1
sll0529_100	10	0h	i	1
slr1992_3	367	0h	i	1
slr0950_4	112	0h	i	1
slr0354_26	216	0h	i	1
Entry176_29	39	0h	i	1
sll0321_79	8	0h	i	1
Entry949_57	129	0h	i	1
Entry1743_3	208	0h	i	1
ftrC_109	378	0h	i	1
slr8045_73	64	0h	i	1
Entry1163_50	292	0h	i	1
slr1929_130	142	0h	i	1
Entry985_114	174	0h	i	1
ssl0242_28	2	0h	i	1
slr0252_19	274	0h	i	1
Entry423_48	88	0h	i	1
slr1609_25	23	0h	i	1
Entry1333_46	825	0h	i	1
TU818_20	5	0h	i	1
im30_32	338	0h	i	1
slr1568_6	298	0h	i	1
rpoC1_7	11	0h	i	1
gnd_76	363	0h	i	1
Entry99_0	751	0h	i	1
slr1626_27	6	0h	i	1
exbB_4	597	0h	i	1
Entry144_23	124	0h	i	1
slr1301_163	5	0h	i	1
ssr2972_58	99	0h	i	1
Entry433_34	62	0h	i	1
slr1742_74	357	0h	i	1
ssl3712_26	579	0h	i	1
slr1964_96	225	0h	i	1
Entry91_29	5	0h	i	1
mltA_17	185	0h	i	1
sll1203_51	372	0h	i	1
slr2013_81	18	0h	i	1
slr1826_61	311	0h	i	1
slr0751_71	619	0h	i	1
glbN_154	16	0h	i	1
Entry1675_58	485	0h	i	1
fda_15	5	0h	i	1
Entry1675_51	406	0h	i	1
cbiP_61	55	0h	i	1
leuA_19	221	0h	i	1
Entry970_48	384	0h	i	1
ziaA_61	224	0h	i	1
slr1100_103	267	0h	i	1
Entry205_5	49	0h	i	1
slr0157_225	6	0h	i	1
sll0315_48	56	0h	i	1
Entry326_83	464	0h	i	1
talB_14	211	0h	i	1
slr0944_19	328	0h	i	1
Entry724_0	59	0h	i	1
sll0489_37	909	0h	i	1
slr1174_12	7	0h	i	1
sll1156_217	218	0h	i	1
slr0038_26	117	0h	i	1
Entry1603_77	5	0h	i	1
sll0403_176	164	0h	i	1
Entry1394_71	13	0h	i	1
Entry1799_0	14	0h	i	1
sll1999_106	99	0h	i	1
leuC_13	7	0h	i	1
sll0162_65	80	0h	i	1
slr1616_71	323	0h	i	1
Entry21_29	248	0h	i	1
slr1712_40	459	0h	i	1
Entry1085_43	370	0h	i	1
Entry1136_44	815	0h	i	1
Entry368_43	5	0h	i	1
ssl1972_46	2	0h	i	1
slr6103_40	8	0h	i	1
ssr8047_23	48	0h	i	1
Entry1054_1	127	0h	i	1
sll1638_53	350	0h	i	1
Entry785_50	41	0h	i	1
sll8025_97	146	0h	i	1
cbiB_87	5	0h	i	1
sll1192_28	143	0h	i	1
slr1524_134	2829	0h	i	1
sll0228_55	399	0h	i	1
pyrC2_13	402	0h	i	1
sll5066_46	294	0h	i	1
slr1936_97	127	0h	i	1
slr0495_6	132	0h	i	1
sll0608_18	135	0h	i	1
Entry140_24	221	0h	i	1
slr0521_32	9	0h	i	1
Entry1480_55	2	0h	i	1
slr5056_51	9	0h	i	1
Entry1613_26	271	0h	i	1
slr0770_57	11	0h	i	1
sll7044_52	2	0h	i	1
ssl1263_76	12	0h	i	1
ssl1792_96	8	0h	i	1
sll1930_264	98	0h	i	1
sll0095_33	235	0h	i	1
atp1_39	12	0h	i	1
ubiA_7	203	0h	i	1
Entry1666_7	173	0h	i	1
slr0666_76	345	0h	i	1
Entry421_16	82	0h	i	1
sll0790_152	161	0h	i	1
Entry998_3	261	0h	i	1
sll1258_23	358	0h	i	1
sll1429_215	34	0h	i	1
Entry1245_93	60	0h	i	1
Entry821_16	60	0h	i	1
rpl1_40	271	0h	i	1
slr1864_128	135	0h	i	1
Entry32_89	409	0h	i	1
Entry268_58	317	0h	i	1
slr6108_311	143	0h	i	1
slr1084_35	31	0h	i	1
slr1690_75	188	0h	i	1
Entry2021_56	189	0h	i	1
slr5058_40	469	0h	i	1
Entry934_107	394	0h	i	1
Entry1407_2	58	0h	i	1
Entry467_93	120	0h	i	1
aspC3_16	3	0h	i	1
Entry1659_28	321	0h	i	1
Entry887_42	92	0h	i	1
Entry741_37	3	0h	i	1
Entry1574_23	243	0h	i	1
Entry741_32	1	0h	i	1
dsbD_133	207	0h	i	1
slr0937_151	368	0h	i	1
sll0699_97	127	0h	i	1
Entry616_29	3	0h	i	1
slr0695_16	47	0h	i	1
Entry554_36	14	0h	i	1
slr0267_100	262	0h	i	1
sll1292_28	11	0h	i	1
slr1148_8	37	0h	i	1
Entry768_29	10	0h	i	1
Entry246_68	6	0h	i	1
ureA_11	1	0h	i	1
Entry1917_2	4	0h	i	1
Entry1917_3	30	0h	i	1
ssr0657_6	163	0h	i	1
slr1855_126	8	0h	i	1
slr1270_82	93	0h	i	1
sll0787_144	7	0h	i	1
Entry1097_105	8	0h	i	1
Entry401_19	5	0h	i	1
Entry1118_31	81	0h	i	1
Entry1104_55	11	0h	i	1
Entry880_30	155	0h	i	1
Entry440_88	5	0h	i	1
sll0678_113	319	0h	i	1
lysS_4	316	0h	i	1
slr0453_10	9	0h	i	1
Entry524_50	68	0h	i	1
Entry344_82	156	0h	i	1
pstC2_30	11	0h	i	1
sll5079_35	126	0h	i	1
sll1396_77	7	0h	i	1
Entry1624_20	241	0h	i	1
Entry1045_70	113	0h	i	1
ssr1041_47	126	0h	i	1
sll0295_123	19	0h	i	1
psaK2_105	63	0h	i	1
slr1334_12	64	0h	i	1
Entry1408_0	10	0h	i	1
Entry1687_31	213	0h	i	1
sll1897_4	6	0h	i	1
fabF_71	185	0h	i	1
purA_35	333	0h	i	1
sll1041_44	59	0h	i	1
kdpB_58	4	0h	i	1
Entry1692_5	4	0h	i	1
sll0651_264	98	0h	i	1
rpl29_9	44	0h	i	1
slr0443_65	82	0h	i	1
ssr7035_33	3	0h	i	1
Entry935_68	83	0h	i	1
slr0815_35	596	0h	i	1
sll1439_308	26	0h	i	1
Entry890_68	238	0h	i	1
Entry2057_9	30	0h	i	1
Entry1815_0	60	0h	i	1
ssr1528_73	135	0h	i	1
vapC_109	60	0h	i	1
slr1585_204	7	0h	i	1
Entry1010_3	248	0h	i	1
ssr0109_12	2	0h	i	1
Entry1468_57	54	0h	i	1
Entry2068_24	365	0h	i	1
sll1300_25	216	0h	i	1
gumB_15	117	0h	i	1
Entry505_41	487	0h	i	1
Entry1570_22	1170	0h	i	1
Entry1909_38	5	0h	i	1
Entry579_28	899	0h	i	1
Entry1637_106	396	0h	i	1
rfbW_37	494	0h	i	1
sll1285_80	59	0h	i	1
Entry45_39	4	0h	i	1
secY_44	287	0h	i	1
Entry1930_21	399	0h	i	1
sll1446_53	377	0h	i	1
sll0925_59	14	0h	i	1
sll0471_7	478	0h	i	1
sll0146_124	306	0h	i	1
Entry1991_9	224	0h	i	1
Entry1910_43	61	0h	i	1
sll0733_21	7	0h	i	1
sll0862_96	2	0h	i	1
sll1556_10	5	0h	i	1
sll0689_24	199	0h	i	1
sll0783_69	215	0h	i	1
sll0700_264	98	0h	i	1
slr0314_67	12	0h	i	1
slr6072_69	19	0h	i	1
Entry30_2	324	0h	i	1
slr1417_10	171	0h	i	1
psaA_15	65	0h	i	1
Entry1216_42	6	0h	i	1
sll1979_21	141	0h	i	1
Entry311_79	417	0h	i	1
sll6036_288	389	0h	i	1
groES_13	36	0h	i	1
ssr2130_8	108	0h	i	1
Entry1589_74	6	0h	i	1
ftsZ_114	1	0h	i	1
sll0249_8	82	0h	i	1
folE_4	48	0h	i	1
Entry1224_31	123	0h	i	1
slr0249_27	348	0h	i	1
slr0593_157	5	0h	i	1
Entry2057_45	162	0h	i	1
slr1926_27	141	0h	i	1
sll1120_40	14	0h	i	1
Entry180_86	534	0h	i	1
Entry1446_65	144	0h	i	1
sll5061_7	9	0h	i	1
ssl7007_72	307	0h	i	1
Entry1191_50	178	0h	i	1
sll1913_4	72	0h	i	1
ssl5025_55	235	0h	i	1
Entry1924_29	356	0h	i	1
cobW_11	5	0h	i	1
sll0069_4	48	0h	i	1
sll7103_61	27	0h	i	1
sll0381_3	139	0h	i	1
ycf21_69	197	0h	i	1
slr7091_59	9	0h	i	1
Entry924_29	16	0h	i	1
Entry1189_58	256	0h	i	1
sll0180_16	128	0h	i	1
Entry678_44	417	0h	i	1
Entry678_46	30	0h	i	1
Entry1830_49	235	0h	i	1
Entry603_0	229	0h	i	1
sll1186_10	6	0h	i	1
sll1773_25	906	0h	i	1
Entry1190_41	945	0h	i	1
Entry1394_1	80	0h	i	1
Entry1304_76	58	0h	i	1
Entry1726_33	8	0h	i	1
Entry157_37	384	0h	i	1
sll0654_4	101	0h	i	1
phbC_188	2	0h	i	1
sll1954_53	278	0h	i	1
Entry1328_5	1	0h	i	1
mntB_25	68	0h	i	1
slr0377_9	6	0h	i	1
Entry594_49	244	0h	i	1
slr6067_32	691	0h	i	1
Entry1859_116	732	0h	i	1
Entry1181_34	76	0h	i	1
Entry1706_66	807	0h	i	1
Entry4_19	81	0h	i	1
sll0088_31	88	0h	i	1
sll0497_61	39	0h	i	1
Entry2115_0	5	0h	i	1
slr0881_25	177	0h	i	1
sbpA_85	27	0h	i	1
Entry1320_4	15	0h	i	1
slr6049_137	2	0h	i	1
slr5022_76	9	0h	i	1
Entry1400_27	17	0h	i	1
sll0484_19	154	0h	i	1
Entry861_6	4	0h	i	1
slr0688_53	91	0h	i	1
slr1813_70	111	0h	i	1
pyrH_100	5	0h	i	1
Entry177_8	2	0h	i	1
slr0887_63	906	0h	i	1
Entry304_37	178	0h	i	1
Entry1133_50	27	0h	i	1
pstC2_12	6	0h	i	1
rpoB_8	430	0h	i	1
sll5028_25	7	0h	i	1
pfkA2_50	395	0h	i	1
