Protein,Location,FRC 0.05,FRC 0.1,FRC 0.15,FRC 0.2,FRC 0.25
H16_A0227,Cytoplasm,3.449032213143106e-5,5.5869606948477795e-5,4.43656427901486e-5,4.1673564824370054e-5,5.761550108588702e-5
H16_A0228,Cell_membrane,1.3036565233889754e-4,2.83694058165827e-4,2.98477032261886e-4,3.714848943486807e-4,4.2898442143938793e-4
H16_A0229,Cytoplasm,3.341118210312878e-6,3.0713362560865663e-6,7.239713232422159e-6,5.6776510092742315e-6,1.012400918448148e-5
H16_A0230,Cytoplasm,0.0011307263077356907,0.0013366145899148924,0.0015364069463728622,0.0014360687246950815,0.0012658152767046924
H16_A0231,Cytoplasm,2.5771927746434057e-4,1.9999170908609415e-4,4.065535116043574e-4,4.6032952996546386e-4,4.650438537308086e-4
H16_A0232,Cytoplasm,1.7849114865254825e-5,2.0884560038305056e-5,1.863287520379056e-5,1.7820977198748825e-5,2.032291833293134e-5
H16_A0233,Cell_membrane,4.4735397208960767e-7,1.4240536822322886e-5,4.927941736468005e-6,3.580783523995299e-6,9.589340036760472e-6
H16_A0234,Cytoplasm,1.0503220829291688e-4,1.186397482822596e-4,9.860620114560135e-5,8.661212367806255e-5,5.377738594884196e-5
H16_A0235,Cytoplasm,3.1557885117421196e-4,3.8911903994873947e-4,4.4594529810638945e-4,5.418355301512077e-4,4.287472297575768e-4
H16_A0236,Cytoplasm,6.423096161688725e-5,7.229884723379361e-5,9.781709069069987e-5,1.9255370059955432e-4,1.3286421214137533e-4
H16_A0237,Cytoplasm,NaN,NaN,NaN,NaN,NaN
H16_A0238,Cytoplasm,8.779619584293848e-5,8.793075248825952e-5,1.0366121350884401e-4,1.1293608066564089e-4,0.00014580961352746632
H16_A0239,Cytoplasm,1.0866489309724678e-4,1.421128058090935e-4,2.4049890667584214e-4,3.606990286224208e-4,2.8023928000008415e-4
H16_A0240,Cytoplasm,6.815379084061048e-6,1.0536656802899039e-5,8.020923118448512e-6,5.762645206875453e-6,1.489984734369155e-5
H16_A0241,Cytoplasm,2.0453178243889353e-4,1.805520485618259e-4,1.664933920123927e-4,1.7891839267526906e-4,1.1066767829111266e-4
H16_A0242,Cytoplasm,1.424112746542486e-4,1.1233999509702951e-4,1.2429757758026242e-4,1.1435912417760583e-4,8.637154684052926e-5
H16_A0243,Cytoplasm,2.2515332814018895e-4,2.1667104163613731e-4,2.0403031929661848e-4,2.2301885390755617e-4,4.3089175137926244e-4
H16_A0244,Cytoplasm,8.103131804577816e-4,0.0011331453753618197,0.0015396944145261895,0.0019450006884104815,0.002251064873359141
H16_A0246,Cytoplasm,3.529935590513493e-4,4.681028897302336e-4,5.03471826557643e-4,4.3369714043637144e-4,5.100758600112771e-4
H16_A0247,Cytoplasm,5.0000793652981526e-5,5.486522034755465e-5,4.3675407384699384e-5,3.500867076843406e-5,3.481109968650302e-5
H16_A0248,Cytoplasm,2.725808073121994e-7,4.6414396347723266e-8,5.221144954420492e-8,2.8938364662704034e-7,1.5328854592838983e-7
H16_A0249,Cytoplasm,5.844874128505204e-6,1.0945726328171576e-5,1.3398969979285046e-5,4.362132455992043e-6,7.004054334689855e-6
H16_A0250,Cell_membrane,3.28425190781311e-4,2.7137882571266476e-4,3.0876789850006986e-4,3.7102498651555714e-4,2.6978929733562307e-4
H16_A0251,Cytoplasm,1.3868402703635775e-4,5.262897057938755e-5,6.549158839648126e-5,5.441358016985213e-5,5.82561012299573e-5
H16_A0252,Cytoplasm,9.742010268516735e-4,9.71462028795659e-4,9.626356560581409e-4,6.385385320338144e-4,6.507418198922871e-4
H16_A0253,Cytoplasm,4.2797701922373175e-5,4.9309415171802724e-5,7.285948692307538e-5,3.852981268194691e-5,3.1754888396592105e-5
H16_A0254,Cytoplasm,1.139591935658308e-4,7.850776970852302e-5,8.212062513161461e-5,1.0092337640261689e-4,8.143611608578681e-5
H16_A0257,Cytoplasm,1.2205514922221932e-4,1.1336539855038803e-4,1.1129038683530336e-4,1.8326198802672437e-4,1.360604621198479e-4
H16_A0258,Cytoplasm,1.8961707218130436e-4,1.5848002644853077e-4,1.732551436160439e-4,2.0645820912850883e-4,1.624725169145473e-4
H16_A0259,Cytoplasm,1.7940596047330025e-4,1.4578685514352862e-5,1.2518801300835205e-4,8.595329946572532e-5,3.1620605636033497e-5
H16_A0260,Cytoplasm,2.484440667063414e-5,5.123534978616899e-5,2.760713145210594e-5,1.3348608377071434e-4,1.4069460044390002e-4
H16_A0261,Cytoplasm,3.114080729633143e-5,1.430451849637116e-5,1.6588754459329373e-5,5.987213210460715e-5,4.4912856219622695e-5
H16_A0262,Cytoplasm,2.0392314772376544e-4,2.237229582206525e-4,2.3092705561139658e-4,2.1269689760233874e-4,3.3191249532374157e-4
H16_A0263,Cytoplasm,1.395413057394565e-4,1.7712027097877854e-4,2.009554865424152e-4,2.2772365199940012e-4,2.486794319975654e-4
H16_A0265,Cytoplasm,3.2744572923715106e-6,1.2845909567512596e-5,1.0622077361411559e-5,7.143118851873124e-6,1.122838917508399e-5
H16_A0266,Cytoplasm,2.2161215905988004e-5,1.8506956164224188e-5,3.0233988536448987e-5,1.2980143075184724e-5,1.189432395110594e-5
H16_A0267,Cytoplasm,5.653161463976915e-6,2.3772294750457446e-6,2.4058135657174194e-6,2.6124350648468118e-6,3.737620739393589e-6
H16_A0269,Cytoplasm,3.792353371568342e-4,2.3524612715189908e-4,2.8806121415512527e-4,2.7202454526581817e-4,1.622365094548756e-4
H16_A0270,Cell_membrane,9.898446530347732e-6,8.702039403840351e-6,2.1072315247218715e-5,1.5125830768137153e-5,5.036302099920559e-6
H16_A0271,Cytoplasm,2.7538893957185467e-6,4.586647955813822e-6,3.0082682861282086e-6,1.0652453355878517e-6,2.6600953916964712e-6
H16_A0272,Cytoplasm,8.372594155396366e-4,7.913133541061124e-4,8.525620254605236e-4,8.527698685743184e-4,9.841395998221453e-4
H16_A0273,Cytoplasm,1.1237632308742819e-4,1.273098945764017e-4,1.4020877067524306e-4,1.646568941814413e-4,1.5006897304526188e-4
H16_A0274,Cytoplasm,1.0154729904846514e-4,9.355211470648609e-5,7.600667751399557e-5,4.525627264673781e-5,5.468235258826886e-5
H16_A0275,Cytoplasm,5.692455742730687e-6,3.587565457650556e-6,2.568573742065784e-6,1.4556849301722664e-6,2.4749978279845715e-6
H16_A0278,Cytoplasm,NaN,NaN,NaN,9.741550104713927e-7,6.057044136382353e-6
H16_A0280,Cell_membrane,5.184656401214905e-7,2.60264820369138e-6,1.6665175015817658e-6,1.3916505074904284e-6,3.2558763474550933e-6
H16_A0281,Cytoplasm,5.423373232927035e-4,4.352860017300537e-4,4.1141184967311424e-4,3.935363120710781e-4,3.2250752575704964e-4
H16_A0282,Cytoplasm,1.2429524511165012e-4,1.3896173820334752e-4,2.1381261076285014e-4,3.62638138076533e-4,2.8751351555151254e-4
H16_A0283,Cytoplasm,1.9615443417611156e-5,2.1681093032821744e-4,1.8193659128024035e-5,2.291703058476151e-4,1.5271781451875132e-4
H16_A0284,Cytoplasm,8.433212712505035e-5,1.435063596082884e-4,1.9588937383258886e-4,1.783939129453837e-4,3.303294100551336e-4
H16_A0285,Cytoplasm,1.310438218569144e-5,8.982508240876244e-6,1.8746804056953908e-5,1.6441429734771958e-5,2.2638838993310612e-5
H16_A0286,Cell_membrane,1.7400971728976543e-5,2.087494778560046e-5,3.166818622110691e-5,3.3743733020751674e-5,7.811069717098939e-5
H16_A0289,Cytoplasm,6.217379890059302e-4,2.998668404824879e-4,2.6506963399059575e-4,3.177973549387136e-4,3.6833174046305335e-4
H16_A0290,Cell_membrane,1.115261016297985e-5,2.1467258447481037e-5,2.1518065663871936e-5,3.252536208156522e-5,5.873449542589184e-5
H16_A0291,Cytoplasm,2.746461902301734e-5,3.3896811531538105e-5,3.915158087306933e-5,6.854570302143462e-5,1.1354334013253404e-4
H16_A0292,Cell_membrane,3.3295705186573075e-5,2.814244498637803e-4,5.6443408685534716e-5,4.352543202845901e-5,5.0688784029804987e-5
H16_A0293,Cytoplasm,3.226787228684928e-4,3.81149936785969e-4,4.4531127704940966e-4,4.1316859210683307e-4,4.38962793586436e-4
H16_A0295,Cytoplasm,2.4368676720853394e-5,4.3249738247771283e-5,2.05793400983185e-5,1.1059117892742444e-5,1.0391233624557021e-5
H16_A0297,Cytoplasm,6.34681207428033e-5,6.314966028192507e-5,6.720613114333865e-5,5.8011274621439085e-5,4.8388970259278166e-5
H16_A0298,Cell_membrane,5.700141502866428e-6,1.0438836560847832e-5,4.610445226207838e-6,4.5247895003420885e-6,8.1466470329357e-6
H16_A0299,Cell_membrane,2.19003533525588e-5,2.1783183892343994e-5,1.6441684660539598e-5,2.7483244474946283e-5,7.614139184507994e-5
H16_A0300,Cytoplasm,4.780676056281331e-5,5.920918876252146e-5,6.131844117001039e-5,6.486356333436924e-5,4.2836733085462304e-5
H16_A0301,Cytoplasm,7.832823426273035e-5,1.0043425017867128e-4,8.058919149093059e-5,6.0585987815043945e-5,6.269497985967932e-5
H16_A0302,Cell_membrane,1.2613111514263314e-4,1.5702200354539864e-4,1.813377644473146e-4,1.8719380689839009e-4,2.3452834940994983e-4
H16_A0303,Cytoplasm,3.5771304548736513e-4,2.836474439064578e-4,2.6264562395597835e-4,3.0565590573794515e-4,3.4028677203079474e-4
H16_A0304,Cytoplasm,5.1981997408015754e-5,4.453187519046117e-5,5.188608272288795e-5,8.585412405514889e-5,6.681580399602513e-5
H16_A0305,Cytoplasm,1.8444923144626163e-5,1.2458252022327335e-5,1.6811657534584678e-5,2.083303702261968e-5,2.1915463875157978e-5
H16_A0306,Cell_membrane,1.0132642833545425e-5,5.0820036085518955e-6,4.411594572417338e-6,2.8637699672279954e-6,2.0012719870549697e-5
H16_A0307,Cytoplasm,8.418104360411954e-6,7.1800108029579255e-6,1.116668959048334e-5,4.813565796171505e-5,2.8519950468873585e-5
H16_A0308,Cytoplasm,4.521784589182992e-6,4.486679231370995e-5,6.949759655050022e-6,3.550506892984567e-6,8.940046585831544e-6
H16_A0310,Cytoplasm,1.3067820201257202e-4,1.5173996363045093e-4,2.1666309567874658e-4,1.7140691313661548e-4,1.9735060862381077e-4
H16_A0311,Cytoplasm,3.382785058547718e-4,9.275888757096927e-4,9.746381614854406e-4,8.14548908973583e-4,6.020042805319267e-4
H16_A0312,Cell_membrane,2.065951526774039e-5,6.198737326824001e-5,3.530228840173871e-5,4.234586212933144e-5,3.542824034776784e-5
H16_A0313,Cell_membrane,5.3964172226933446e-5,9.864683141845394e-5,8.150491214893844e-5,9.631574851495948e-5,8.483689162481127e-5
H16_A0314,Cytoplasm,0.0018630681153935925,0.004519950919534147,0.003959110687994561,0.0030951903391244744,0.002519926776007324
H16_A0315,Cytoplasm,0.0024807705812140203,0.005940816923531866,0.005073315772473303,0.004083699411343906,0.002653177114448016
H16_A0316,Cytoplasm,0.0013209797996607284,0.0036014598874847905,0.003688553515177999,0.003511324240963099,0.003072238988724427
H16_A0317,Cytoplasm,4.6908358348305965e-7,1.2514440628413815e-6,8.255200463251918e-7,4.978344571747376e-7,8.119170314322126e-7
H16_A0318,Cytoplasm,4.138492927848146e-4,3.0188245885329873e-4,2.8633321716488536e-4,3.0436005492810595e-4,2.3920873356033498e-4
H16_A0319,Cell_membrane,6.90500593402379e-5,1.0195894195279803e-4,1.4419689469847525e-4,1.810719820283001e-4,1.3646493220613828e-4
H16_A0320,Cell_membrane,4.2527611529414054e-4,5.051261486833128e-4,5.734067089879575e-4,7.489831908142493e-4,6.651075372624564e-4
H16_A0321,Cell_membrane,8.32719089299474e-5,5.42511618163781e-5,3.680726852948362e-5,1.8532955840864186e-5,2.0338595078369872e-5
H16_A0322,Cytoplasm,5.727082245712784e-4,4.8362640263862483e-4,4.9871963102579e-4,4.8106519689894493e-4,4.527445908497968e-4
H16_A0323,Cytoplasm,3.351074686639243e-4,3.1023327758101827e-4,2.61340040815374e-4,2.2636323672536217e-4,2.2139310659666895e-4
H16_A0324,Cytoplasm,1.1494028700959302e-4,1.166079332245417e-4,1.0517474687382709e-4,1.0487583875222805e-4,1.270794325889048e-4
H16_A0325,Cytoplasm,8.072728845545001e-5,7.368153000742189e-5,7.533695397321735e-5,6.211887744620276e-5,8.014731244617531e-5
H16_A0326,Cytoplasm,5.144180717182339e-5,5.4327236123743554e-5,6.283766835200821e-5,6.785412827132363e-5,6.095361617739207e-5
H16_A0328,Cytoplasm,1.1857297095181689e-4,1.0624781575377113e-4,7.808393764713758e-5,6.7359029955582e-5,1.2773356506175064e-4
H16_A0329,Cytoplasm,3.6630839726081916e-5,5.633159483431648e-5,6.418708886445182e-5,5.251658095164935e-5,6.38868108283604e-5
H16_A0330,Cytoplasm,9.66483849754357e-5,8.2910193833921235e-05,8.925692757431327e-5,7.432117628944513e-5,8.738573185895882e-5
H16_A0331,Cell_membrane,2.6816540038248254e-4,1.9240309302796013e-4,2.4950252254986256e-4,2.0428434011517758e-4,1.9115340230157156e-4
H16_A0332,Cytoplasm,5.730047458068398e-4,6.744624052745656e-4,6.098039499973756e-4,6.052601374712898e-4,5.435020095319135e-4
H16_A0333,Cytoplasm,2.6208238932699493e-5,1.9792064861212693e-5,1.8889684514917034e-5,2.8166593821711876e-5,2.8705501580326698e-5
H16_A0334,Cytoplasm,2.4313018937374204e-4,3.44531614223426e-4,3.3030109865164173e-4,2.698367683071457e-4,1.5218934776285107e-4
H16_A0335,Cytoplasm,6.163934398300772e-4,8.222987110365808e-4,0.0011435502364837737,0.001330980847584767,0.0016253413711077487
H16_A0336,Cytoplasm,3.8630537140216714e-4,4.6528590957458906e-4,5.284075334321255e-4,8.11029904164121e-4,4.718784710057383e-4
H16_A0337,Cytoplasm,1.2116362781278641e-4,9.1618595363225e-5,1.5159128159732404e-4,1.7050571919889374e-4,2.7101355450349636e-4
H16_A0338,Cytoplasm,1.3798867138340538e-4,1.290072445563113e-4,2.196020180894526e-4,2.30339523662622e-4,2.964341371766086e-4
H16_A0339,Cytoplasm,4.958716816780838e-7,NaN,6.185565686489531e-6,1.95267696277294e-6,3.5706452018261516e-6
H16_A0340,Cytoplasm,2.9793962079797326e-5,3.5599387517654876e-5,4.056313127236302e-5,4.2128066192596225e-5,3.442110983384568e-5
H16_A0342,Cell_membrane,1.712858726709787e-4,1.7782622739177386e-4,1.6052300098616805e-4,1.36854971522018e-4,1.1555249467204098e-4
H16_A0343,Cell_membrane,6.163299022834594e-6,6.756523542106835e-6,6.460469657428261e-6,9.193768464589251e-6,1.186025702554569e-5
H16_A0345,Cytoplasm,7.248154847402768e-6,1.200506899570121e-5,9.099792891580111e-6,8.032354365851987e-6,1.2608979720663578e-5
H16_A0346,Cell_membrane,1.8484061451260318e-5,7.405440492837198e-6,8.813912296321846e-6,1.0539587659706094e-5,3.1422462876327855e-5
H16_A0347,Cell_membrane,3.722593898984842e-6,5.607233490779107e-6,2.7677270232433874e-6,1.5610363340763592e-6,1.505909941059429e-6
H16_A0349,Cytoplasm,6.661375756783771e-8,1.3341784574804045e-7,7.440408787161248e-7,NaN,3.847886476940855e-7
H16_A0350,Cytoplasm,1.744056066014009e-5,8.086123038548646e-6,1.2352164549574073e-5,2.4831737529337688e-5,2.096044835057809e-5
H16_A0353,Cytoplasm,3.0451293316842542e-5,3.278463816101109e-5,3.86437221833531e-5,5.882075354301948e-5,4.185657745321392e-5
H16_A0354,Cytoplasm,8.919595046624432e-6,1.703811785603411e-5,3.83587459186627e-6,1.0199044018994796e-5,6.105999580797027e-6
H16_A0355,Cytoplasm,4.6769997038123443e-4,3.5494504137923284e-4,3.4035866049133244e-4,3.08319781648496e-4,2.6058786738505517e-4
H16_A0356,Cytoplasm,3.93366576151432e-4,0.0012093506537219853,8.409428017545438e-4,6.829748403549007e-4,6.056584517811013e-4
H16_A0357,Cell_membrane,3.873576461159667e-5,3.9617635558674764e-5,4.9162113915366236e-5,7.532648383432135e-5,8.733978197168837e-5
H16_A0358,Cell_membrane,2.754264868415308e-7,6.050663040528509e-7,1.4251205680246489e-6,2.196974436511764e-6,5.799375093568277e-7
H16_A0359,Cell_membrane,3.1697129982406064e-4,2.6278303979661717e-4,2.969227763106375e-4,3.9094346603121437e-4,4.51953354349215e-4
H16_A0360,Cytoplasm,1.2123464524286547e-4,8.025803517039264e-5,5.039305352302575e-5,4.910270309492229e-5,5.122431040895756e-5
H16_A0361,Cytoplasm,0.001065790458954124,6.949912198465533e-4,6.847398953271442e-4,7.170081126206213e-4,7.414382808568263e-4
H16_A0362,Cytoplasm,2.259591654862584e-4,2.993670592944953e-4,2.6219860856908526e-4,3.851399614330879e-4,3.289096682789597e-4
H16_A0363,Cytoplasm,2.2294633138737852e-4,2.0118078766947443e-4,2.0501178121015863e-4,2.4426395300582295e-4,2.211429920009623e-4
H16_A0364,Cytoplasm,2.3527524349914065e-4,2.1407071319046525e-4,2.1983740225660304e-4,2.0111292799374593e-4,1.0731175327180537e-4
H16_A0365,Cytoplasm,8.350910274631809e-4,8.143755522746589e-4,5.872367813248319e-4,3.740253015389545e-4,3.6914322023491906e-4
H16_A0366,Cytoplasm,1.071491624653071e-4,8.080232254952938e-5,9.635537510586196e-5,1.0014639956676952e-4,5.546409070265222e-5
H16_A0367,Cytoplasm,0.001742220644325882,0.0015701794370348342,0.0015489193958464725,0.0012655195790368455,0.0012877853957238084
H16_A0368,Cytoplasm,9.804051134296509e-6,4.1630377779834995e-5,2.501635476822763e-5,3.0397439463511463e-5,3.77691898566904e-5
H16_A0369,Cell_membrane,1.7025148898881222e-5,3.093953381878344e-5,2.244855706696211e-5,1.7087269420756366e-5,1.7346455689660247e-5
H16_A0370,Cytoplasm,9.188616907648264e-5,1.1443740189657052e-4,1.4672156768110608e-4,1.2070297045492268e-4,7.134439076972734e-5
H16_A0371,Cytoplasm,0.0037454088907684525,0.004186141434033942,0.004585025836594861,0.004319297470600594,0.002910104314398994
H16_A0372,Cytoplasm,6.91975008258224e-4,9.411264873777639e-4,0.0013539138487300053,0.0010298341060094565,0.0012329529577872274
H16_A0374,Cytoplasm,1.1985897892222414e-4,2.3586762492766643e-4,2.2690470568567406e-4,9.289610537737078e-5,8.908100489181533e-5
H16_A0375,Cytoplasm,1.0386458783732274e-5,1.4558655662918905e-5,1.2695097167554592e-5,8.897859303563353e-6,1.1537639386523547e-5
H16_A0376,Cytoplasm,6.378970902218938e-4,4.2862519367352554e-4,3.377515145839955e-4,2.4487204750815657e-4,1.968021912480182e-4
H16_A0377,Cytoplasm,4.723639122321495e-6,6.254523692341794e-6,7.550697343672038e-6,8.20375439608615e-6,9.180520978354666e-6
H16_A0378,Cytoplasm,1.0729579909622123e-5,2.337047503955182e-5,2.4285849013391023e-5,3.891886793899543e-5,2.6248453772395066e-5
H16_A0379,Cytoplasm,2.8697059766254113e-6,3.1968477323250103e-6,3.780817518064109e-6,6.086197228572072e-6,5.54133927564236e-6
H16_A0380,Cytoplasm,1.6554424760875286e-4,1.793259666870828e-4,1.186085891690781e-4,8.640087194155394e-5,9.009290692680302e-5
H16_A0381,Cytoplasm,2.1007823270479577e-4,1.9904116327238412e-4,1.1759289250488626e-4,1.488816330314591e-4,1.0344405771877935e-4
H16_A0382,Cell_membrane,4.671320307664815e-4,1.114984466905845e-4,8.939457033079873e-5,7.988783667170395e-5,1.1302289525193631e-4
H16_A0383,Cytoplasm,8.133776191690553e-5,7.363927785229926e-5,7.933739842865727e-5,7.902127106895056e-5,6.240126996476411e-5
H16_A0384,Cytoplasm,3.30090808904061e-4,2.442532348810835e-4,2.4957196364044573e-4,2.829305688892534e-4,2.479652257477241e-4
H16_A0386,Cytoplasm,0.0027296292110443915,0.0021559380494993274,0.0018293735686654617,0.0015777936573897382,0.0015913813162783143
H16_A0387,Cytoplasm,1.313190135448443e-4,1.9485596168896955e-4,1.7330034074978628e-4,1.4448703603211412e-4,1.3374238783418069e-4
H16_A0388,Cell_membrane,4.7551190757428636e-4,2.4728008806655026e-4,2.8126967946851786e-4,2.5543828640934224e-4,2.6006050860814583e-4
H16_A0389,Cell_membrane,1.5833799615062307e-4,1.1753499921839103e-4,1.4203506133941577e-4,1.2529416488354803e-4,1.2631004942759334e-4
H16_A0390,Cell_membrane,1.9012032878892627e-6,3.539904449161006e-6,1.8170153758985642e-6,1.3629248618925597e-6,5.141047484631411e-6
H16_A0391,Cytoplasm,1.6783562320059e-4,2.0993298611736986e-4,2.6124060351008456e-4,2.8067170915912907e-4,2.3392036021089034e-4
H16_A0392,Cell_membrane,3.1058618957830952e-6,6.643169320012364e-6,4.719963487852926e-6,5.158926265159358e-6,1.2432460673091446e-5
H16_A0393,Cytoplasm,3.7999219777696964e-5,3.978153580959646e-5,5.4309522968611455e-5,4.361096638719572e-5,2.6372956626455884e-5
H16_A0394,Cytoplasm,1.9805802802639122e-4,3.9319286861526153e-4,4.6153574740992145e-4,3.400809289068027e-4,6.796589504691835e-4
H16_A0395,Cytoplasm,9.064782659560463e-5,1.1081995592250172e-4,9.246694205108443e-5,9.587864217319902e-5,9.146124322932901e-5
H16_A0398,Cell_membrane,5.1743988799890256e-5,3.3061602140262734e-5,4.651025638305043e-5,5.859497942391466e-5,3.733627735646226e-5
H16_A0399,Cytoplasm,4.712100063818792e-5,1.9073510378760913e-4,2.614402677311933e-4,1.1160033042786889e-4,8.779693156374471e-5
H16_A0400,Cytoplasm,4.1763172263503104e-5,5.8874295448011765e-5,4.9347498889314083e-5,4.2929895566363285e-5,4.868785374654561e-5
H16_A0401,Cell_membrane,3.0657789110703983e-7,1.2478915800001411e-6,4.867120803856064e-7,6.198350481869979e-7,2.743377132341116e-7
H16_A0402,Cytoplasm,6.17341502175364e-4,5.116626912942131e-4,5.379720470250575e-4,3.3471525147100306e-4,0.00035674196193805497
H16_A0404,Cell_membrane,2.7739482220561375e-7,NaN,NaN,5.767523838290278e-6,1.9677647845320953e-6
H16_A0405,Cytoplasm,1.8775467670931895e-6,1.92327712895606e-6,3.55453505863035e-6,6.908387765508403e-7,2.888898447253283e-6
H16_A0406,Cell_membrane,NaN,NaN,NaN,NaN,NaN
H16_A0407,Cytoplasm,5.223446019198805e-4,1.6299868242616378e-4,1.1447069633212179e-4,5.7844958105388704e-5,1.168516724850627e-4
H16_A0408,Cytoplasm,1.1683093551411422e-6,1.6303875681913877e-7,8.884300026167029e-8,2.3305192575303027e-7,6.719102101426627e-7
H16_A0412,Cytoplasm,7.740982416064928e-5,2.0070890211787751e-4,1.958826934955975e-4,1.1872988461439562e-4,1.6195027438884203e-4
H16_A0413,Cytoplasm,9.939850229012023e-6,4.326727404538638e-6,4.491668393575757e-6,8.905620926338251e-6,9.400873404672299e-6
H16_A0414,Cytoplasm,3.346142368872186e-5,2.0449180690616773e-5,1.7031388432278557e-5,3.4363791536867825e-5,3.460164183351583e-5
H16_A0416,Cytoplasm,2.1382400039622884e-5,1.0744623201416956e-6,7.578203963294102e-6,1.1382110847502159e-5,5.063764079654299e-6
H16_A0418,Cytoplasm,1.8430333856749258e-5,2.8980689689433536e-6,5.030250628660835e-6,1.9577871119169538e-5,1.0138806491396496e-5
H16_A0419,Cytoplasm,1.361341576616819e-4,8.858591140861913e-5,6.910614735672048e-5,7.357146144370641e-5,7.675318505917255e-5
H16_A0422,Cell_membrane,1.9485494944517048e-7,2.755548443625656e-7,9.06071908170424e-7,1.5856444866117608e-7,7.720392476645007e-8
H16_A0423,Cell_membrane,2.9166591508296803e-5,2.095339484824836e-6,1.0221569715240127e-6,2.280318518711504e-6,2.339217040395938e-6
